marker,chr,pos,trait,gene,lod,threshold,iteration,var_exp,eff_size,ci_l_marker,ci_l_pos,ci_r_marker,ci_r_pos
I_12368100,I,12368100,A_12_P104472,sqst-5,0.04519141672109317,3.77,1,NA,NA,NA,NA,NA,NA
I_12376663,I,12376663,A_12_P104472,sqst-5,0.04519141672109317,3.77,1,NA,NA,NA,NA,NA,NA
I_12404569,I,12404569,A_12_P104472,sqst-5,0.02225926496057008,3.77,1,NA,NA,NA,NA,NA,NA
I_12417145,I,12417145,A_12_P104472,sqst-5,0.02225926496057008,3.77,1,NA,NA,NA,NA,NA,NA
I_12430088,I,12430088,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12483360,I,12483360,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12504759,I,12504759,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12521404,I,12521404,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12530021,I,12530021,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12536073,I,12536073,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12542101,I,12542101,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12547983,I,12547983,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12565375,I,12565375,A_12_P104472,sqst-5,0.0032587553585037912,3.77,1,NA,NA,NA,NA,NA,NA
I_12568684,I,12568684,A_12_P104472,sqst-5,0.05135744045971767,3.77,1,NA,NA,NA,NA,NA,NA
I_12571899,I,12571899,A_12_P104472,sqst-5,0.05135744045971767,3.77,1,NA,NA,NA,NA,NA,NA
I_12595694,I,12595694,A_12_P104472,sqst-5,0.05135744045971767,3.77,1,NA,NA,NA,NA,NA,NA
I_12596472,I,12596472,A_12_P104472,sqst-5,0.041805953283427386,3.77,1,NA,NA,NA,NA,NA,NA
I_12597637,I,12597637,A_12_P104472,sqst-5,0.010081249241955692,3.77,1,NA,NA,NA,NA,NA,NA
I_12598674,I,12598674,A_12_P104472,sqst-5,0.00482123757799322,3.77,1,NA,NA,NA,NA,NA,NA
I_12599304,I,12599304,A_12_P104472,sqst-5,0.030547514739868473,3.77,1,NA,NA,NA,NA,NA,NA
I_12607684,I,12607684,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12609552,I,12609552,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12615949,I,12615949,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12618908,I,12618908,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12620037,I,12620037,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12621522,I,12621522,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12622896,I,12622896,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12623100,I,12623100,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12624371,I,12624371,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12625280,I,12625280,A_12_P104472,sqst-5,0.07163560094985919,3.77,1,NA,NA,NA,NA,NA,NA
I_12649342,I,12649342,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12650385,I,12650385,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12650913,I,12650913,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12664766,I,12664766,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12668049,I,12668049,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12668788,I,12668788,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12668877,I,12668877,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12675750,I,12675750,A_12_P104472,sqst-5,0.050474868755815874,3.77,1,NA,NA,NA,NA,NA,NA
I_12676765,I,12676765,A_12_P104472,sqst-5,0.051162117523522344,3.77,1,NA,NA,NA,NA,NA,NA
I_12689783,I,12689783,A_12_P104472,sqst-5,0.051162117523522344,3.77,1,NA,NA,NA,NA,NA,NA
I_12690450,I,12690450,A_12_P104472,sqst-5,0.051162117523522344,3.77,1,NA,NA,NA,NA,NA,NA
I_12719079,I,12719079,A_12_P104472,sqst-5,0.07777830608196512,3.77,1,NA,NA,NA,NA,NA,NA
I_12721985,I,12721985,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12722343,I,12722343,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12722566,I,12722566,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12724456,I,12724456,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12728311,I,12728311,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12728892,I,12728892,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12729331,I,12729331,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12729824,I,12729824,A_12_P104472,sqst-5,0.1078675818827969,3.77,1,NA,NA,NA,NA,NA,NA
I_12732062,I,12732062,A_12_P104472,sqst-5,0.16033238390798155,3.77,1,NA,NA,NA,NA,NA,NA
I_12735358,I,12735358,A_12_P104472,sqst-5,0.16144238243161885,3.77,1,NA,NA,NA,NA,NA,NA
I_12738906,I,12738906,A_12_P104472,sqst-5,0.10794405071249383,3.77,1,NA,NA,NA,NA,NA,NA
I_12740393,I,12740393,A_12_P104472,sqst-5,0.10794405071249383,3.77,1,NA,NA,NA,NA,NA,NA
I_12745387,I,12745387,A_12_P104472,sqst-5,0.10794405071249383,3.77,1,NA,NA,NA,NA,NA,NA
I_12746311,I,12746311,A_12_P104472,sqst-5,0.10794405071249383,3.77,1,NA,NA,NA,NA,NA,NA
I_12746578,I,12746578,A_12_P104472,sqst-5,0.10794405071249383,3.77,1,NA,NA,NA,NA,NA,NA
I_12747046,I,12747046,A_12_P104472,sqst-5,0.14378679029165667,3.77,1,NA,NA,NA,NA,NA,NA
I_12749359,I,12749359,A_12_P104472,sqst-5,0.15991364403916059,3.77,1,NA,NA,NA,NA,NA,NA
I_12758712,I,12758712,A_12_P104472,sqst-5,0.15991364403916059,3.77,1,NA,NA,NA,NA,NA,NA
I_12759929,I,12759929,A_12_P104472,sqst-5,0.15991364403916059,3.77,1,NA,NA,NA,NA,NA,NA
I_12762647,I,12762647,A_12_P104472,sqst-5,0.15991364403916059,3.77,1,NA,NA,NA,NA,NA,NA
I_12762753,I,12762753,A_12_P104472,sqst-5,0.15991364403916059,3.77,1,NA,NA,NA,NA,NA,NA
I_12765535,I,12765535,A_12_P104472,sqst-5,0.15991364403916059,3.77,1,NA,NA,NA,NA,NA,NA
I_12765760,I,12765760,A_12_P104472,sqst-5,0.1675484126972094,3.77,1,NA,NA,NA,NA,NA,NA
I_12766278,I,12766278,A_12_P104472,sqst-5,0.1675484126972094,3.77,1,NA,NA,NA,NA,NA,NA
I_12766753,I,12766753,A_12_P104472,sqst-5,0.1675484126972094,3.77,1,NA,NA,NA,NA,NA,NA
I_12771938,I,12771938,A_12_P104472,sqst-5,0.1675484126972094,3.77,1,NA,NA,NA,NA,NA,NA
I_12772853,I,12772853,A_12_P104472,sqst-5,0.14739752958860375,3.77,1,NA,NA,NA,NA,NA,NA
I_12775585,I,12775585,A_12_P104472,sqst-5,0.1046575710631294,3.77,1,NA,NA,NA,NA,NA,NA
I_12776255,I,12776255,A_12_P104472,sqst-5,0.086287515823481,3.77,1,NA,NA,NA,NA,NA,NA
I_12777445,I,12777445,A_12_P104472,sqst-5,0.086287515823481,3.77,1,NA,NA,NA,NA,NA,NA
I_12779251,I,12779251,A_12_P104472,sqst-5,0.086287515823481,3.77,1,NA,NA,NA,NA,NA,NA
I_12779808,I,12779808,A_12_P104472,sqst-5,0.086287515823481,3.77,1,NA,NA,NA,NA,NA,NA
I_12780398,I,12780398,A_12_P104472,sqst-5,0.086287515823481,3.77,1,NA,NA,NA,NA,NA,NA
I_12781507,I,12781507,A_12_P104472,sqst-5,0.08769201093397329,3.77,1,NA,NA,NA,NA,NA,NA
I_12786864,I,12786864,A_12_P104472,sqst-5,0.08769201093397329,3.77,1,NA,NA,NA,NA,NA,NA
I_12788204,I,12788204,A_12_P104472,sqst-5,0.13813802193725125,3.77,1,NA,NA,NA,NA,NA,NA
I_12791473,I,12791473,A_12_P104472,sqst-5,0.17325623084217842,3.77,1,NA,NA,NA,NA,NA,NA
I_12791897,I,12791897,A_12_P104472,sqst-5,0.17325623084217842,3.77,1,NA,NA,NA,NA,NA,NA
I_12793799,I,12793799,A_12_P104472,sqst-5,0.17325623084217842,3.77,1,NA,NA,NA,NA,NA,NA
I_12795936,I,12795936,A_12_P104472,sqst-5,0.11843716771105968,3.77,1,NA,NA,NA,NA,NA,NA
I_12799812,I,12799812,A_12_P104472,sqst-5,0.11843716771105968,3.77,1,NA,NA,NA,NA,NA,NA
I_12800816,I,12800816,A_12_P104472,sqst-5,0.1871059203978599,3.77,1,NA,NA,NA,NA,NA,NA
I_12801899,I,12801899,A_12_P104472,sqst-5,0.1871059203978599,3.77,1,NA,NA,NA,NA,NA,NA
I_12803795,I,12803795,A_12_P104472,sqst-5,0.1871059203978599,3.77,1,NA,NA,NA,NA,NA,NA
I_12804007,I,12804007,A_12_P104472,sqst-5,0.16825178158465584,3.77,1,NA,NA,NA,NA,NA,NA
I_12804294,I,12804294,A_12_P104472,sqst-5,0.05110501009615857,3.77,1,NA,NA,NA,NA,NA,NA
I_12804661,I,12804661,A_12_P104472,sqst-5,0.0019957241578844745,3.77,1,NA,NA,NA,NA,NA,NA
I_12805399,I,12805399,A_12_P104472,sqst-5,0.015224215186586976,3.77,1,NA,NA,NA,NA,NA,NA
I_12806423,I,12806423,A_12_P104472,sqst-5,0.015224215186586976,3.77,1,NA,NA,NA,NA,NA,NA
I_12811946,I,12811946,A_12_P104472,sqst-5,0.015224215186586976,3.77,1,NA,NA,NA,NA,NA,NA
I_12816395,I,12816395,A_12_P104472,sqst-5,0.015224215186586976,3.77,1,NA,NA,NA,NA,NA,NA
I_12817183,I,12817183,A_12_P104472,sqst-5,0.015224215186586976,3.77,1,NA,NA,NA,NA,NA,NA
I_12818795,I,12818795,A_12_P104472,sqst-5,0.015224215186586976,3.77,1,NA,NA,NA,NA,NA,NA
I_12819821,I,12819821,A_12_P104472,sqst-5,0.015224215186586976,3.77,1,NA,NA,NA,NA,NA,NA
I_12824093,I,12824093,A_12_P104472,sqst-5,0.0012412623007964823,3.77,1,NA,NA,NA,NA,NA,NA
I_12826551,I,12826551,A_12_P104472,sqst-5,0.0012412623007964823,3.77,1,NA,NA,NA,NA,NA,NA
I_12833013,I,12833013,A_12_P104472,sqst-5,0.001529737736828863,3.77,1,NA,NA,NA,NA,NA,NA
I_12839318,I,12839318,A_12_P104472,sqst-5,0.011670391461592895,3.77,1,NA,NA,NA,NA,NA,NA
I_12846782,I,12846782,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12847722,I,12847722,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12848109,I,12848109,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12849131,I,12849131,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12849994,I,12849994,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12853238,I,12853238,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12854103,I,12854103,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12865109,I,12865109,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12868203,I,12868203,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12869494,I,12869494,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12873730,I,12873730,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12883096,I,12883096,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12883670,I,12883670,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12883880,I,12883880,A_12_P104472,sqst-5,0.008940141704315658,3.77,1,NA,NA,NA,NA,NA,NA
I_12883918,I,12883918,A_12_P104472,sqst-5,0.020509643030896526,3.77,1,NA,NA,NA,NA,NA,NA
I_12884357,I,12884357,A_12_P104472,sqst-5,0.034345313179237995,3.77,1,NA,NA,NA,NA,NA,NA
I_12886420,I,12886420,A_12_P104472,sqst-5,0.034345313179237995,3.77,1,NA,NA,NA,NA,NA,NA
I_12891362,I,12891362,A_12_P104472,sqst-5,0.034345313179237995,3.77,1,NA,NA,NA,NA,NA,NA
I_12892410,I,12892410,A_12_P104472,sqst-5,0.034345313179237995,3.77,1,NA,NA,NA,NA,NA,NA
I_12897292,I,12897292,A_12_P104472,sqst-5,0.034345313179237995,3.77,1,NA,NA,NA,NA,NA,NA
I_12900672,I,12900672,A_12_P104472,sqst-5,0.034345313179237995,3.77,1,NA,NA,NA,NA,NA,NA
I_12901011,I,12901011,A_12_P104472,sqst-5,0.034345313179237995,3.77,1,NA,NA,NA,NA,NA,NA
I_12932809,I,12932809,A_12_P104472,sqst-5,0.013036881631285016,3.77,1,NA,NA,NA,NA,NA,NA
I_12934208,I,12934208,A_12_P104472,sqst-5,0.013036881631285016,3.77,1,NA,NA,NA,NA,NA,NA
I_12936127,I,12936127,A_12_P104472,sqst-5,0.013036881631285016,3.77,1,NA,NA,NA,NA,NA,NA
I_12936946,I,12936946,A_12_P104472,sqst-5,0.013036881631285016,3.77,1,NA,NA,NA,NA,NA,NA
I_12937472,I,12937472,A_12_P104472,sqst-5,0.005920931335859982,3.77,1,NA,NA,NA,NA,NA,NA
I_12942790,I,12942790,A_12_P104472,sqst-5,0.008153039493819056,3.77,1,NA,NA,NA,NA,NA,NA
I_12955937,I,12955937,A_12_P104472,sqst-5,3.997088061884717e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_12957859,I,12957859,A_12_P104472,sqst-5,8.404945496913943e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_12958276,I,12958276,A_12_P104472,sqst-5,4.39374522478362e-7,3.77,1,NA,NA,NA,NA,NA,NA
I_12959042,I,12959042,A_12_P104472,sqst-5,4.39374522478362e-7,3.77,1,NA,NA,NA,NA,NA,NA
I_12959964,I,12959964,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12960957,I,12960957,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12964194,I,12964194,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12969217,I,12969217,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12972348,I,12972348,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12975685,I,12975685,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12975696,I,12975696,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12978632,I,12978632,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12979385,I,12979385,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12981738,I,12981738,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12982590,I,12982590,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12983458,I,12983458,A_12_P104472,sqst-5,0.0011153895286332713,3.77,1,NA,NA,NA,NA,NA,NA
I_12988124,I,12988124,A_12_P104472,sqst-5,0.001108695174528461,3.77,1,NA,NA,NA,NA,NA,NA
I_12994223,I,12994223,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_12998973,I,12998973,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_13001102,I,13001102,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_13002299,I,13002299,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_13005006,I,13005006,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_13008740,I,13008740,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_13020860,I,13020860,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_13021794,I,13021794,A_12_P104472,sqst-5,0.037252705188131834,3.77,1,NA,NA,NA,NA,NA,NA
I_13023158,I,13023158,A_12_P104472,sqst-5,0.027057626160302543,3.77,1,NA,NA,NA,NA,NA,NA
I_13025135,I,13025135,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13025179,I,13025179,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13027232,I,13027232,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13029830,I,13029830,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13034593,I,13034593,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13036533,I,13036533,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13037341,I,13037341,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13043390,I,13043390,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13044229,I,13044229,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13048902,I,13048902,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13059619,I,13059619,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13060197,I,13060197,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13076159,I,13076159,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13087297,I,13087297,A_12_P104472,sqst-5,0.0042919407174647085,3.77,1,NA,NA,NA,NA,NA,NA
I_13106193,I,13106193,A_12_P104472,sqst-5,0.0026299013747685582,3.77,1,NA,NA,NA,NA,NA,NA
I_13106526,I,13106526,A_12_P104472,sqst-5,0.0026299013747685582,3.77,1,NA,NA,NA,NA,NA,NA
I_13109597,I,13109597,A_12_P104472,sqst-5,0.0026299013747685582,3.77,1,NA,NA,NA,NA,NA,NA
I_13118716,I,13118716,A_12_P104472,sqst-5,0.012799121978789806,3.77,1,NA,NA,NA,NA,NA,NA
I_13119822,I,13119822,A_12_P104472,sqst-5,0.012799121978789806,3.77,1,NA,NA,NA,NA,NA,NA
I_13127253,I,13127253,A_12_P104472,sqst-5,0.012799121978789806,3.77,1,NA,NA,NA,NA,NA,NA
I_13139175,I,13139175,A_12_P104472,sqst-5,6.197213110042971e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13152082,I,13152082,A_12_P104472,sqst-5,6.197213110042971e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13164442,I,13164442,A_12_P104472,sqst-5,7.195471695832345e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13170438,I,13170438,A_12_P104472,sqst-5,7.195471695832345e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13176898,I,13176898,A_12_P104472,sqst-5,0.0058128066020529355,3.77,1,NA,NA,NA,NA,NA,NA
I_13182056,I,13182056,A_12_P104472,sqst-5,0.0058128066020529355,3.77,1,NA,NA,NA,NA,NA,NA
I_13191405,I,13191405,A_12_P104472,sqst-5,0.03339044892660487,3.77,1,NA,NA,NA,NA,NA,NA
I_13205179,I,13205179,A_12_P104472,sqst-5,0.06620474820006286,3.77,1,NA,NA,NA,NA,NA,NA
I_13218962,I,13218962,A_12_P104472,sqst-5,0.06620474820006286,3.77,1,NA,NA,NA,NA,NA,NA
I_13226874,I,13226874,A_12_P104472,sqst-5,0.06620474820006286,3.77,1,NA,NA,NA,NA,NA,NA
I_13228075,I,13228075,A_12_P104472,sqst-5,0.0341527718766898,3.77,1,NA,NA,NA,NA,NA,NA
I_13237585,I,13237585,A_12_P104472,sqst-5,5.522806492441129e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13254938,I,13254938,A_12_P104472,sqst-5,0.006424382402550802,3.77,1,NA,NA,NA,NA,NA,NA
I_13259208,I,13259208,A_12_P104472,sqst-5,0.006424382402550802,3.77,1,NA,NA,NA,NA,NA,NA
I_13262067,I,13262067,A_12_P104472,sqst-5,0.006424382402550802,3.77,1,NA,NA,NA,NA,NA,NA
I_13264060,I,13264060,A_12_P104472,sqst-5,0.006424382402550802,3.77,1,NA,NA,NA,NA,NA,NA
I_13267755,I,13267755,A_12_P104472,sqst-5,0.006424382402550802,3.77,1,NA,NA,NA,NA,NA,NA
I_13278149,I,13278149,A_12_P104472,sqst-5,0.006424382402550802,3.77,1,NA,NA,NA,NA,NA,NA
I_13281022,I,13281022,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13285145,I,13285145,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13286850,I,13286850,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13290317,I,13290317,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13294291,I,13294291,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13298029,I,13298029,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13299554,I,13299554,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13303932,I,13303932,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13307128,I,13307128,A_12_P104472,sqst-5,1.9046729974760832e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13316670,I,13316670,A_12_P104472,sqst-5,0.0038577881628246756,3.77,1,NA,NA,NA,NA,NA,NA
I_13317029,I,13317029,A_12_P104472,sqst-5,0.0038577881628246756,3.77,1,NA,NA,NA,NA,NA,NA
I_13330512,I,13330512,A_12_P104472,sqst-5,0.0038577881628246756,3.77,1,NA,NA,NA,NA,NA,NA
I_13339328,I,13339328,A_12_P104472,sqst-5,0.0038577881628246756,3.77,1,NA,NA,NA,NA,NA,NA
I_13343508,I,13343508,A_12_P104472,sqst-5,0.0038577881628246756,3.77,1,NA,NA,NA,NA,NA,NA
I_13346810,I,13346810,A_12_P104472,sqst-5,0.0038577881628246756,3.77,1,NA,NA,NA,NA,NA,NA
I_13349072,I,13349072,A_12_P104472,sqst-5,0.005819822844441894,3.77,1,NA,NA,NA,NA,NA,NA
I_13349990,I,13349990,A_12_P104472,sqst-5,0.005819822844441894,3.77,1,NA,NA,NA,NA,NA,NA
I_13351093,I,13351093,A_12_P104472,sqst-5,0.005819822844441894,3.77,1,NA,NA,NA,NA,NA,NA
I_13351874,I,13351874,A_12_P104472,sqst-5,4.21398491225542e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13353501,I,13353501,A_12_P104472,sqst-5,4.21398491225542e-4,3.77,1,NA,NA,NA,NA,NA,NA
I_13356001,I,13356001,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13359410,I,13359410,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13360879,I,13360879,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13362027,I,13362027,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13363377,I,13363377,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13366121,I,13366121,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13366208,I,13366208,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13367071,I,13367071,A_12_P104472,sqst-5,0.005416072232823133,3.77,1,NA,NA,NA,NA,NA,NA
I_13375137,I,13375137,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13381210,I,13381210,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13383753,I,13383753,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13384845,I,13384845,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13385096,I,13385096,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13385188,I,13385188,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13388993,I,13388993,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13389906,I,13389906,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13391041,I,13391041,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13391625,I,13391625,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13392010,I,13392010,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13393831,I,13393831,A_12_P104472,sqst-5,0.010797690449721906,3.77,1,NA,NA,NA,NA,NA,NA
I_13394201,I,13394201,A_12_P104472,sqst-5,0.01633602626583314,3.77,1,NA,NA,NA,NA,NA,NA
I_13395385,I,13395385,A_12_P104472,sqst-5,0.015671131064144896,3.77,1,NA,NA,NA,NA,NA,NA
