date,experiment,round,assay,plate,condition,control,strain,row,col,trait,phenotype
20170328,chrV,1,b,25,zinc,water,ECA411,D,5,median.TOF,-1.230769230769231
20170328,chrV,1,b,25,zinc,water,ECA437,D,8,median.TOF,10.769230769230768
20170328,chrV,1,b,25,zinc,water,N2,E,1,median.TOF,14.769230769230768
20170328,chrV,1,b,25,zinc,water,ECA481,E,11,median.TOF,4.769230769230769
20170328,chrV,1,b,25,zinc,water,CB4856,E,2,median.TOF,-24.23076923076923
20170328,chrV,1,b,25,zinc,water,ECA411,E,5,median.TOF,-5.730769230769231
20170328,chrV,1,b,25,zinc,water,ECA437,E,8,median.TOF,-2.730769230769231
20170328,chrV,1,b,25,zinc,water,N2,F,1,median.TOF,7.769230769230769
20170328,chrV,1,b,25,zinc,water,ECA481,F,11,median.TOF,-0.23076923076923106
20170328,chrV,1,b,25,zinc,water,CB4856,F,2,median.TOF,-15.230769230769232
20170328,chrV,1,b,25,zinc,water,ECA411,F,5,median.TOF,-10.230769230769232
20170328,chrV,1,b,25,zinc,water,ECA437,F,8,median.TOF,3.769230769230769
20170328,chrV,1,b,25,zinc,water,N2,G,1,median.TOF,0.26923076923076894
20170328,chrV,1,b,25,zinc,water,ECA481,G,11,median.TOF,20.76923076923077
20170328,chrV,1,b,25,zinc,water,CB4856,G,2,median.TOF,-8.730769230769232
20170328,chrV,1,b,25,zinc,water,ECA437,G,8,median.TOF,6.769230769230769
20170328,chrV,1,b,29,zinc,water,CB4856,A,2,median.TOF,-29.23076923076923
20170328,chrV,1,b,29,zinc,water,ECA411,A,5,median.TOF,-20.23076923076923
20170328,chrV,1,b,29,zinc,water,ECA437,A,8,median.TOF,-8.230769230769232
20170328,chrV,1,b,29,zinc,water,N2,B,1,median.TOF,7.769230769230769
20170328,chrV,1,b,29,zinc,water,ECA481,B,11,median.TOF,3.269230769230769
20170328,chrV,1,b,29,zinc,water,CB4856,B,2,median.TOF,-17.23076923076923
20170328,chrV,1,b,29,zinc,water,ECA411,B,5,median.TOF,-14.230769230769232
20170328,chrV,1,b,29,zinc,water,N2,C,1,median.TOF,4.769230769230769
20170328,chrV,1,b,29,zinc,water,ECA481,C,11,median.TOF,6.769230769230769
20170328,chrV,1,b,29,zinc,water,CB4856,C,2,median.TOF,-17.23076923076923
20170328,chrV,1,b,29,zinc,water,ECA411,C,5,median.TOF,-4.230769230769231
20170328,chrV,1,b,29,zinc,water,ECA437,C,8,median.TOF,6.769230769230769
20170328,chrV,1,b,29,zinc,water,N2,D,1,median.TOF,8.769230769230768
20170328,chrV,1,b,29,zinc,water,ECA481,D,11,median.TOF,18.26923076923077
20170328,chrV,1,b,29,zinc,water,CB4856,D,2,median.TOF,-23.73076923076923
20170328,chrV,1,b,29,zinc,water,ECA411,D,5,median.TOF,-11.230769230769232
20170328,chrV,1,b,29,zinc,water,ECA437,D,8,median.TOF,-0.23076923076923106
20170328,chrV,1,b,29,zinc,water,N2,E,1,median.TOF,3.769230769230769
20170328,chrV,1,b,29,zinc,water,ECA481,E,11,median.TOF,11.769230769230768
20170328,chrV,1,b,29,zinc,water,CB4856,E,2,median.TOF,-24.23076923076923
20170328,chrV,1,b,29,zinc,water,ECA411,E,5,median.TOF,-16.23076923076923
20170328,chrV,1,b,29,zinc,water,ECA437,E,8,median.TOF,-5.730769230769231
20170328,chrV,1,b,29,zinc,water,N2,F,1,median.TOF,-3.230769230769231
20170328,chrV,1,b,29,zinc,water,ECA481,F,11,median.TOF,14.769230769230768
20170328,chrV,1,b,29,zinc,water,CB4856,F,2,median.TOF,-5.730769230769231
20170328,chrV,1,b,29,zinc,water,ECA411,F,5,median.TOF,-17.73076923076923
20170328,chrV,1,b,29,zinc,water,ECA437,F,8,median.TOF,3.769230769230769
20170328,chrV,1,b,29,zinc,water,ECA481,G,11,median.TOF,17.76923076923077
20170328,chrV,1,b,29,zinc,water,CB4856,G,2,median.TOF,-28.73076923076923
20170328,chrV,1,b,31,zinc,water,N2,A,1,median.TOF,2.769230769230769
20170328,chrV,1,b,31,zinc,water,ECA481,A,11,median.TOF,3.269230769230769
20170328,chrV,1,b,31,zinc,water,CB4856,A,2,median.TOF,-22.23076923076923
20170328,chrV,1,b,31,zinc,water,ECA411,A,5,median.TOF,-9.230769230769232
20170328,chrV,1,b,31,zinc,water,ECA437,A,8,median.TOF,-15.730769230769232
20170328,chrV,1,b,31,zinc,water,N2,B,1,median.TOF,17.76923076923077
20170328,chrV,1,b,31,zinc,water,ECA481,B,11,median.TOF,4.769230769230769
20170328,chrV,1,b,31,zinc,water,CB4856,B,2,median.TOF,-21.73076923076923
20170328,chrV,1,b,31,zinc,water,ECA411,B,5,median.TOF,-9.230769230769232
20170328,chrV,1,b,31,zinc,water,ECA437,B,8,median.TOF,5.769230769230769
20170328,chrV,1,b,31,zinc,water,N2,C,1,median.TOF,9.769230769230768
20170328,chrV,1,b,31,zinc,water,ECA481,C,11,median.TOF,7.769230769230769
20170328,chrV,1,b,31,zinc,water,CB4856,C,2,median.TOF,-22.23076923076923
20170328,chrV,1,b,31,zinc,water,ECA411,C,5,median.TOF,-12.230769230769232
20170328,chrV,1,b,31,zinc,water,ECA437,C,8,median.TOF,-10.230769230769232
20170328,chrV,1,b,31,zinc,water,N2,D,1,median.TOF,11.769230769230768
20170328,chrV,1,b,31,zinc,water,ECA481,D,11,median.TOF,4.269230769230769
20170328,chrV,1,b,31,zinc,water,CB4856,D,2,median.TOF,-15.230769230769232
20170328,chrV,1,b,31,zinc,water,ECA411,D,5,median.TOF,-15.230769230769232
20170328,chrV,1,b,31,zinc,water,ECA437,D,8,median.TOF,-2.230769230769231
20170328,chrV,1,b,31,zinc,water,N2,E,1,median.TOF,12.269230769230768
20170328,chrV,1,b,31,zinc,water,CB4856,E,2,median.TOF,-13.730769230769232
20170328,chrV,1,b,31,zinc,water,ECA411,E,5,median.TOF,-17.23076923076923
20170328,chrV,1,b,31,zinc,water,ECA437,E,8,median.TOF,-8.730769230769232
20170328,chrV,1,b,31,zinc,water,N2,F,1,median.TOF,12.769230769230768
20170328,chrV,1,b,31,zinc,water,ECA481,F,11,median.TOF,1.769230769230769
20170328,chrV,1,b,31,zinc,water,CB4856,F,2,median.TOF,-22.23076923076923
20170328,chrV,1,b,31,zinc,water,ECA437,F,8,median.TOF,9.769230769230768
20170328,chrV,1,b,31,zinc,water,N2,G,1,median.TOF,5.769230769230769
20170328,chrV,1,b,31,zinc,water,ECA481,G,11,median.TOF,10.769230769230768
20170328,chrV,1,b,31,zinc,water,CB4856,G,2,median.TOF,-24.23076923076923
20170328,chrV,1,b,31,zinc,water,ECA411,G,5,median.TOF,-8.230769230769232
20170328,chrV,1,b,31,zinc,water,ECA437,G,8,median.TOF,3.269230769230769
20170328,chrV,1,b,36,zinc,water,N2,A,1,median.TOF,6.769230769230769
20170328,chrV,1,b,36,zinc,water,ECA481,A,11,median.TOF,3.769230769230769
20170328,chrV,1,b,36,zinc,water,CB4856,A,2,median.TOF,-14.230769230769232
20170328,chrV,1,b,36,zinc,water,ECA411,A,5,median.TOF,0.7692307692307689
20170328,chrV,1,b,36,zinc,water,ECA437,A,8,median.TOF,14.769230769230768
20170328,chrV,1,b,36,zinc,water,N2,B,1,median.TOF,2.269230769230769
20170328,chrV,1,b,36,zinc,water,ECA481,B,11,median.TOF,6.269230769230769
20170328,chrV,1,b,36,zinc,water,CB4856,B,2,median.TOF,-2.230769230769231
20170328,chrV,1,b,36,zinc,water,ECA411,B,5,median.TOF,-13.230769230769232
20170328,chrV,1,b,36,zinc,water,ECA437,B,8,median.TOF,0.7692307692307689
20170328,chrV,1,b,36,zinc,water,N2,C,1,median.TOF,4.769230769230769
20170328,chrV,1,b,36,zinc,water,ECA481,C,11,median.TOF,13.769230769230768
20170328,chrV,1,b,36,zinc,water,CB4856,C,2,median.TOF,0.26923076923076894
20170328,chrV,1,b,36,zinc,water,ECA411,C,5,median.TOF,0.7692307692307689
20170328,chrV,1,b,36,zinc,water,ECA437,C,8,median.TOF,-8.230769230769232
20170328,chrV,1,b,36,zinc,water,N2,D,1,median.TOF,4.269230769230769
20170328,chrV,1,b,36,zinc,water,CB4856,D,2,median.TOF,-27.23076923076923
20170328,chrV,1,b,36,zinc,water,ECA411,D,5,median.TOF,-6.230769230769231
20170328,chrV,1,b,36,zinc,water,ECA437,D,8,median.TOF,-5.230769230769231
20170328,chrV,1,b,36,zinc,water,N2,E,1,median.TOF,13.769230769230768
20170328,chrV,1,b,36,zinc,water,ECA481,E,11,median.TOF,2.769230769230769
20170328,chrV,1,b,36,zinc,water,CB4856,E,2,median.TOF,-10.230769230769232
20170328,chrV,1,b,36,zinc,water,ECA437,E,8,median.TOF,12.769230769230768
20170328,chrV,1,b,36,zinc,water,N2,F,1,median.TOF,14.269230769230768
20170328,chrV,1,b,36,zinc,water,ECA481,F,11,median.TOF,-7.730769230769231
20170328,chrV,1,b,36,zinc,water,CB4856,F,2,median.TOF,-10.730769230769232
20170328,chrV,1,b,36,zinc,water,ECA411,F,5,median.TOF,-8.730769230769232
20170328,chrV,1,b,36,zinc,water,ECA437,F,8,median.TOF,17.76923076923077
20170328,chrV,1,b,36,zinc,water,N2,G,1,median.TOF,15.769230769230768
20170328,chrV,1,b,36,zinc,water,ECA481,G,11,median.TOF,-0.7307692307692311
20170328,chrV,1,b,36,zinc,water,CB4856,G,2,median.TOF,-7.230769230769231
20170328,chrV,1,b,36,zinc,water,ECA411,G,5,median.TOF,-9.230769230769232
20170328,chrV,1,b,36,zinc,water,ECA437,G,8,median.TOF,8.769230769230768
20170327,chrV,1,a,2,zinc,water,N2,A,1,median.EXT,43.485714285714025
20170327,chrV,1,a,2,zinc,water,CB4856,A,2,median.EXT,-27.01428571428669
20170327,chrV,1,a,2,zinc,water,ECA437,A,5,median.EXT,22.485714285714305
20170327,chrV,1,a,2,zinc,water,CB4856,B,2,median.EXT,-25.014285714285695
20170327,chrV,1,a,2,zinc,water,ECA437,B,5,median.EXT,11.985714285714305
20170327,chrV,1,a,2,zinc,water,CB4856,C,2,median.EXT,-30.014285714285695
20170327,chrV,1,a,2,zinc,water,ECA437,C,5,median.EXT,-17.014285714285695
20170327,chrV,1,a,2,zinc,water,N2,E,1,median.EXT,20.985714285714305
20170327,chrV,1,a,2,zinc,water,ECA437,E,5,median.EXT,13.985714285714305
20170327,chrV,1,a,2,zinc,water,N2,G,1,median.EXT,-1.0142857142856956
20170327,chrV,1,a,2,zinc,water,ECA437,G,5,median.EXT,0.9857142857143044
20170327,chrV,1,a,5,water,None,N2,A,1,median.EXT,-70.32203389830468
20170327,chrV,1,a,5,water,None,CB4856,A,2,median.EXT,-49.82203389830352
20170327,chrV,1,a,5,water,None,ECA437,A,5,median.EXT,-9.32203389830512
20170327,chrV,1,a,5,water,None,N2,B,1,median.EXT,-94.82203389830512
20170327,chrV,1,a,5,water,None,CB4856,B,2,median.EXT,-106.32203389830512
20170327,chrV,1,a,5,water,None,ECA437,B,5,median.EXT,48.17796610169488
20170327,chrV,1,a,5,water,None,N2,C,1,median.EXT,-45.82203389830512
20170327,chrV,1,a,5,water,None,CB4856,C,2,median.EXT,-30.822033898305122
20170327,chrV,1,a,5,water,None,ECA437,C,5,median.EXT,-17.322033898305122
20170327,chrV,1,a,5,water,None,N2,D,1,median.EXT,-33.82203389830512
20170327,chrV,1,a,5,water,None,CB4856,D,2,median.EXT,31.177966101694878
20170327,chrV,1,a,5,water,None,ECA437,D,5,median.EXT,90.17796610169488
20170327,chrV,1,a,5,water,None,N2,E,1,median.EXT,-68.82203389830512
20170327,chrV,1,a,5,water,None,CB4856,E,2,median.EXT,-38.32203389830512
20170327,chrV,1,a,5,water,None,ECA437,E,5,median.EXT,158.6779661016949
20170327,chrV,1,a,5,water,None,N2,F,1,median.EXT,-64.32203389830512
20170327,chrV,1,a,5,water,None,CB4856,F,2,median.EXT,-50.32203389830512
20170327,chrV,1,a,5,water,None,ECA437,F,5,median.EXT,88.17796610169488
20170327,chrV,1,a,5,water,None,N2,G,1,median.EXT,-56.82203389830512
20170327,chrV,1,a,5,water,None,ECA437,G,5,median.EXT,30.177966101694878
20170327,chrV,1,a,10,water,None,N2,A,1,median.EXT,-86.82203389830512
20170327,chrV,1,a,10,water,None,CB4856,A,2,median.EXT,-92.32203389830512
20170327,chrV,1,a,10,water,None,ECA437,A,5,median.EXT,130.1779661016949
20170327,chrV,1,a,10,water,None,N2,B,1,median.EXT,-83.32203389830512
20170327,chrV,1,a,10,water,None,CB4856,B,2,median.EXT,-50.82203389830512
20170327,chrV,1,a,10,water,None,ECA437,B,5,median.EXT,49.17796610169488
20170327,chrV,1,a,10,water,None,N2,C,1,median.EXT,-71.82203389830512
20170327,chrV,1,a,10,water,None,CB4856,C,2,median.EXT,-98.82203389830512
20170327,chrV,1,a,10,water,None,ECA437,C,5,median.EXT,114.17796610169488
20170327,chrV,1,a,10,water,None,N2,D,1,median.EXT,-72.82203389830512
20170327,chrV,1,a,10,water,None,CB4856,D,2,median.EXT,66.17796610169488
20170327,chrV,1,a,10,water,None,ECA437,D,5,median.EXT,196.6779661016949
20170327,chrV,1,a,10,water,None,N2,E,1,median.EXT,-65.82203389830512
20170327,chrV,1,a,10,water,None,CB4856,E,2,median.EXT,-73.82203389830512
20170327,chrV,1,a,10,water,None,ECA437,E,5,median.EXT,52.17796610169488
20170327,chrV,1,a,10,water,None,N2,F,1,median.EXT,-87.82203389830512
20170327,chrV,1,a,10,water,None,CB4856,F,2,median.EXT,-42.82203389830512
20170327,chrV,1,a,10,water,None,ECA437,F,5,median.EXT,166.1779661016949
20170327,chrV,1,a,10,water,None,N2,G,1,median.EXT,-13.32203389830512
20170327,chrV,1,a,10,water,None,CB4856,G,2,median.EXT,-64.82203389830512
20170327,chrV,1,a,10,water,None,ECA437,G,5,median.EXT,49.67796610169488
20170327,chrV,1,a,13,zinc,water,N2,A,1,median.EXT,49.9857142857143
20170327,chrV,1,a,13,zinc,water,CB4856,A,2,median.EXT,6.985714285714304
20170327,chrV,1,a,13,zinc,water,ECA437,A,5,median.EXT,9.485714285714305
20170327,chrV,1,a,13,zinc,water,N2,B,1,median.EXT,33.9857142857143
20170327,chrV,1,a,13,zinc,water,CB4856,B,2,median.EXT,-8.014285714285695
20170327,chrV,1,a,13,zinc,water,ECA437,B,5,median.EXT,-1.0142857142856956
20170327,chrV,1,a,13,zinc,water,N2,C,1,median.EXT,8.485714285714305
20170327,chrV,1,a,13,zinc,water,CB4856,C,2,median.EXT,-2.0142857142856956
20170327,chrV,1,a,13,zinc,water,ECA437,C,5,median.EXT,5.985714285714304
20170327,chrV,1,a,13,zinc,water,N2,D,1,median.EXT,17.985714285714305
20170327,chrV,1,a,13,zinc,water,CB4856,D,2,median.EXT,-17.014285714285695
20170327,chrV,1,a,13,zinc,water,ECA437,D,5,median.EXT,8.985714285714305
20170327,chrV,1,a,13,zinc,water,N2,E,1,median.EXT,29.985714285714305
20170327,chrV,1,a,13,zinc,water,CB4856,E,2,median.EXT,-7.014285714285696
20170327,chrV,1,a,13,zinc,water,ECA437,E,5,median.EXT,6.985714285714304
20170327,chrV,1,a,13,zinc,water,N2,F,1,median.EXT,21.485714285714305
20170327,chrV,1,a,13,zinc,water,CB4856,F,2,median.EXT,-20.014285714285695
20170327,chrV,1,a,13,zinc,water,ECA437,F,5,median.EXT,4.985714285714304
20170327,chrV,1,a,13,zinc,water,N2,G,1,median.EXT,44.9857142857143
20170327,chrV,1,a,13,zinc,water,CB4856,G,2,median.EXT,1.9857142857143044
20170327,chrV,1,a,13,zinc,water,ECA437,G,5,median.EXT,2.9857142857143044
20170327,chrV,1,a,18,water,None,N2,A,1,median.EXT,-17.322033898305122
20170327,chrV,1,a,18,water,None,CB4856,A,2,median.EXT,7.17796610169488
20170327,chrV,1,a,18,water,None,ECA437,A,5,median.EXT,54.17796610169488
20170327,chrV,1,a,18,water,None,N2,B,1,median.EXT,14.17796610169488
20170327,chrV,1,a,18,water,None,CB4856,B,2,median.EXT,-0.3220338983051203
20170327,chrV,1,a,18,water,None,N2,C,1,median.EXT,27.177966101694878
20170327,chrV,1,a,18,water,None,CB4856,C,2,median.EXT,-25.322033898305122
20170327,chrV,1,a,18,water,None,ECA437,C,5,median.EXT,-0.8220338983051203
20170327,chrV,1,a,18,water,None,N2,D,1,median.EXT,-14.82203389830512
20170327,chrV,1,a,18,water,None,CB4856,D,2,median.EXT,38.17796610169488
20170327,chrV,1,a,18,water,None,CB4856,E,2,median.EXT,-3.8220338983051203
20170327,chrV,1,a,18,water,None,N2,F,1,median.EXT,-49.82203389830352
20170327,chrV,1,a,18,water,None,CB4856,F,2,median.EXT,8.17796610169488
20170327,chrV,1,a,18,water,None,N2,G,1,median.EXT,41.17796610169488
20170327,chrV,1,a,18,water,None,CB4856,G,2,median.EXT,0.6779661016948797
20170327,chrV,1,a,18,water,None,ECA437,G,5,median.EXT,68.17796610169488
20170327,chrV,1,a,21,zinc,water,N2,A,1,median.EXT,44.9857142857143
20170327,chrV,1,a,21,zinc,water,N2,C,1,median.EXT,33.9857142857143
20170327,chrV,1,a,21,zinc,water,N2,D,1,median.EXT,55.9857142857143
20170327,chrV,1,a,21,zinc,water,N2,G,1,median.EXT,32.9857142857143
20170327,chrV,1,a,21,zinc,water,CB4856,G,2,median.EXT,8.985714285714305
20170327,chrV,1,a,26,zinc,water,N2,A,1,median.EXT,23.985714285714305
20170327,chrV,1,a,26,zinc,water,CB4856,A,2,median.EXT,-29.014285714285695
20170327,chrV,1,a,26,zinc,water,ECA437,A,5,median.EXT,-2.5142857142856956
20170327,chrV,1,a,26,zinc,water,N2,B,1,median.EXT,1.9857142857143044
20170327,chrV,1,a,26,zinc,water,CB4856,B,2,median.EXT,-31.014285714285695
20170327,chrV,1,a,26,zinc,water,ECA437,B,5,median.EXT,-4.514285714285696
20170327,chrV,1,a,26,zinc,water,N2,C,1,median.EXT,12.485714285714305
20170327,chrV,1,a,26,zinc,water,CB4856,C,2,median.EXT,-37.0142857142857
20170327,chrV,1,a,26,zinc,water,N2,D,1,median.EXT,34.9857142857143
20170327,chrV,1,a,26,zinc,water,CB4856,D,2,median.EXT,-31.014285714285695
20170327,chrV,1,a,26,zinc,water,CB4856,E,2,median.EXT,-32.5142857142857
20170327,chrV,1,a,30,zinc,water,N2,A,1,median.EXT,28.985714285714305
20170327,chrV,1,a,30,zinc,water,CB4856,A,2,median.EXT,-31.514285714285695
20170327,chrV,1,a,30,zinc,water,ECA437,A,5,median.EXT,-38.0142857142857
20170327,chrV,1,a,30,zinc,water,N2,B,1,median.EXT,4.485714285714304
20170327,chrV,1,a,30,zinc,water,CB4856,B,2,median.EXT,-34.0142857142857
20170327,chrV,1,a,30,zinc,water,CB4856,C,2,median.EXT,-38.0142857142857
20170327,chrV,1,a,30,zinc,water,ECA437,C,5,median.EXT,-14.014285714285695
20170327,chrV,1,a,30,zinc,water,N2,D,1,median.EXT,15.485714285714305
20170327,chrV,1,a,30,zinc,water,CB4856,D,2,median.EXT,-25.014285714285695
20170327,chrV,1,a,30,zinc,water,ECA437,D,5,median.EXT,-16.514285714285695
20170327,chrV,1,a,30,zinc,water,N2,E,1,median.EXT,11.485714285714305
20170327,chrV,1,a,30,zinc,water,CB4856,E,2,median.EXT,-32.5142857142857
20170327,chrV,1,a,30,zinc,water,N2,F,1,median.EXT,43.9857142857143
20170327,chrV,1,a,30,zinc,water,CB4856,F,2,median.EXT,-35.5142857142857
20170327,chrV,1,a,30,zinc,water,ECA437,F,5,median.EXT,-19.514285714285695
20170327,chrV,1,a,30,zinc,water,N2,G,1,median.EXT,13.985714285714305
20170327,chrV,1,a,30,zinc,water,CB4856,G,2,median.EXT,-30.014285714285695
20170328,chrV,1,b,2,water,None,N2,A,1,median.EXT,-9.151376146788998
20170328,chrV,1,b,2,water,None,ECA481,A,11,median.EXT,77.848623853211
20170328,chrV,1,b,2,water,None,CB4856,A,2,median.EXT,8.848623853211002
20170328,chrV,1,b,2,water,None,ECA411,A,5,median.EXT,-112.151376146789
20170328,chrV,1,b,2,water,None,ECA437,A,8,median.EXT,-53.151376146789
20170328,chrV,1,b,2,water,None,N2,B,1,median.EXT,-79.151376146789
20170328,chrV,1,b,2,water,None,ECA481,B,11,median.EXT,16.848623853211002
20170328,chrV,1,b,2,water,None,CB4856,B,2,median.EXT,-53.151376146789
20170328,chrV,1,b,2,water,None,ECA411,B,5,median.EXT,4.348623853211001
20170328,chrV,1,b,2,water,None,ECA437,B,8,median.EXT,8.848623853211002
20170328,chrV,1,b,2,water,None,N2,C,1,median.EXT,-90.151376146789
20170328,chrV,1,b,2,water,None,ECA481,C,11,median.EXT,198.848623853211
20170328,chrV,1,b,2,water,None,ECA437,C,8,median.EXT,209.348623853211
20170328,chrV,1,b,2,water,None,ECA481,D,11,median.EXT,97.848623853211
20170328,chrV,1,b,2,water,None,ECA411,D,5,median.EXT,-39.151376146789
20170328,chrV,1,b,2,water,None,N2,E,1,median.EXT,-73.151376146789
20170328,chrV,1,b,2,water,None,CB4856,E,2,median.EXT,-52.151376146789
20170328,chrV,1,b,2,water,None,N2,F,1,median.EXT,-65.151376146789
20170328,chrV,1,b,2,water,None,ECA481,F,11,median.EXT,42.848623853211
20170328,chrV,1,b,2,water,None,CB4856,F,2,median.EXT,101.848623853211
20170328,chrV,1,b,2,water,None,ECA411,F,5,median.EXT,-8.151376146788998
20170328,chrV,1,b,2,water,None,ECA437,F,8,median.EXT,4.848623853211001
20170328,chrV,1,b,2,water,None,N2,G,1,median.EXT,-120.151376146789
20170328,chrV,1,b,2,water,None,CB4856,G,2,median.EXT,-75.651376146789
20170328,chrV,1,b,2,water,None,ECA411,G,5,median.EXT,-80.151376146789
20170328,chrV,1,b,2,water,None,ECA437,G,8,median.EXT,96.348623853211
20170328,chrV,1,b,6,zinc,water,N2,A,1,median.EXT,49.23076923076923
20170328,chrV,1,b,6,zinc,water,ECA481,A,11,median.EXT,19.730769230769234
20170328,chrV,1,b,6,zinc,water,CB4856,A,2,median.EXT,3.730769230769232
20170328,chrV,1,b,6,zinc,water,N2,B,1,median.EXT,52.73076923076923
20170328,chrV,1,b,6,zinc,water,CB4856,B,2,median.EXT,-5.269230769230768
20170328,chrV,1,b,6,zinc,water,ECA411,B,5,median.EXT,4.730769230769232
20170328,chrV,1,b,6,zinc,water,ECA437,B,8,median.EXT,2.230769230769232
20170328,chrV,1,b,6,zinc,water,N2,C,1,median.EXT,45.73076923076923
20170328,chrV,1,b,6,zinc,water,ECA481,C,11,median.EXT,19.230769230769234
20170328,chrV,1,b,6,zinc,water,CB4856,C,2,median.EXT,-10.269230769230768
20170328,chrV,1,b,6,zinc,water,ECA411,C,5,median.EXT,6.730769230769232
20170328,chrV,1,b,6,zinc,water,ECA437,C,8,median.EXT,11.730769230769232
20170328,chrV,1,b,6,zinc,water,N2,D,1,median.EXT,3.730769230769232
20170328,chrV,1,b,6,zinc,water,ECA481,D,11,median.EXT,-7.769230769230768
20170328,chrV,1,b,6,zinc,water,ECA411,D,5,median.EXT,-8.769230769230768
20170328,chrV,1,b,6,zinc,water,ECA481,E,11,median.EXT,-2.269230769230768
20170328,chrV,1,b,6,zinc,water,ECA411,E,5,median.EXT,-14.269230769230768
20170328,chrV,1,b,6,zinc,water,N2,F,1,median.EXT,-1.2692307692307678
20170328,chrV,1,b,6,zinc,water,CB4856,F,2,median.EXT,-25.269230769230766
20170328,chrV,1,b,6,zinc,water,ECA411,F,5,median.EXT,9.730769230769232
20170328,chrV,1,b,6,zinc,water,CB4856,G,2,median.EXT,-33.26923076923077
20170328,chrV,1,b,6,zinc,water,ECA411,G,5,median.EXT,-3.269230769230768
20170328,chrV,1,b,9,water,None,N2,A,1,median.EXT,-69.151376146789
20170328,chrV,1,b,9,water,None,ECA481,A,11,median.EXT,-18.151376146788998
20170328,chrV,1,b,9,water,None,ECA411,A,5,median.EXT,55.848623853211
20170328,chrV,1,b,9,water,None,ECA437,A,8,median.EXT,126.848623853211
20170328,chrV,1,b,9,water,None,N2,B,1,median.EXT,-57.151376146789
20170328,chrV,1,b,9,water,None,ECA481,B,11,median.EXT,42.848623853211
20170328,chrV,1,b,9,water,None,CB4856,B,2,median.EXT,-22.651376146788998
20170328,chrV,1,b,9,water,None,ECA411,B,5,median.EXT,-26.151376146788998
20170328,chrV,1,b,9,water,None,CB4856,C,2,median.EXT,-5.151376146788999
20170328,chrV,1,b,9,water,None,ECA411,C,5,median.EXT,-101.151376146789
20170328,chrV,1,b,9,water,None,N2,D,1,median.EXT,-107.651376146789
20170328,chrV,1,b,9,water,None,ECA481,D,11,median.EXT,121.848623853211
20170328,chrV,1,b,9,water,None,CB4856,D,2,median.EXT,-6.651376146788999
20170328,chrV,1,b,9,water,None,ECA411,D,5,median.EXT,-87.151376146789
20170328,chrV,1,b,9,water,None,ECA481,E,11,median.EXT,141.348623853211
20170328,chrV,1,b,9,water,None,ECA411,E,5,median.EXT,-23.151376146788998
20170328,chrV,1,b,9,water,None,ECA437,E,8,median.EXT,14.848623853211002
20170328,chrV,1,b,9,water,None,N2,F,1,median.EXT,-25.151376146788998
20170328,chrV,1,b,9,water,None,ECA481,F,11,median.EXT,61.848623853211
20170328,chrV,1,b,9,water,None,CB4856,F,2,median.EXT,11.848623853211002
20170328,chrV,1,b,9,water,None,ECA411,F,5,median.EXT,80.848623853211
20170328,chrV,1,b,9,water,None,ECA481,G,11,median.EXT,176.848623853211
20170328,chrV,1,b,9,water,None,CB4856,G,2,median.EXT,-89.151376146789
20170328,chrV,1,b,9,water,None,ECA411,G,5,median.EXT,-53.151376146789
20170328,chrV,1,b,12,zinc,water,N2,A,1,median.EXT,30.730769230769234
20170328,chrV,1,b,12,zinc,water,ECA481,A,11,median.EXT,7.730769230769232
20170328,chrV,1,b,12,zinc,water,CB4856,A,2,median.EXT,-27.769230769230766
20170328,chrV,1,b,12,zinc,water,ECA411,A,5,median.EXT,-11.769230769230768
20170328,chrV,1,b,12,zinc,water,ECA437,A,8,median.EXT,-7.769230769230768
20170328,chrV,1,b,12,zinc,water,N2,B,1,median.EXT,60.23076923076923
20170328,chrV,1,b,12,zinc,water,ECA481,B,11,median.EXT,-1.7692307692307678
20170328,chrV,1,b,12,zinc,water,CB4856,B,2,median.EXT,-7.769230769230768
20170328,chrV,1,b,12,zinc,water,ECA411,B,5,median.EXT,-1.7692307692307678
20170328,chrV,1,b,12,zinc,water,ECA437,B,8,median.EXT,25.730769230769234
20170328,chrV,1,b,12,zinc,water,N2,C,1,median.EXT,47.73076923076923
20170328,chrV,1,b,12,zinc,water,ECA481,C,11,median.EXT,-15.269230769230768
20170328,chrV,1,b,12,zinc,water,CB4856,C,2,median.EXT,-11.269230769230768
20170328,chrV,1,b,12,zinc,water,ECA411,C,5,median.EXT,-8.769230769230768
20170328,chrV,1,b,12,zinc,water,ECA437,C,8,median.EXT,-3.769230769230768
20170328,chrV,1,b,12,zinc,water,N2,D,1,median.EXT,47.73076923076923
20170328,chrV,1,b,12,zinc,water,ECA481,D,11,median.EXT,22.730769230769234
20170328,chrV,1,b,12,zinc,water,CB4856,D,2,median.EXT,-21.269230769230766
20170328,chrV,1,b,12,zinc,water,ECA411,D,5,median.EXT,8.230769230769232
20170328,chrV,1,b,12,zinc,water,ECA437,D,8,median.EXT,11.730769230769232
20170328,chrV,1,b,12,zinc,water,N2,E,1,median.EXT,64.73076923076923
20170328,chrV,1,b,12,zinc,water,CB4856,E,2,median.EXT,-15.269230769230768
20170328,chrV,1,b,12,zinc,water,ECA437,E,8,median.EXT,-11.269230769230768
20170328,chrV,1,b,12,zinc,water,N2,F,1,median.EXT,41.73076923076923
20170328,chrV,1,b,12,zinc,water,ECA481,F,11,median.EXT,10.230769230769232
