date,experiment,round,assay,plate,condition,control,strain,row,col,trait,phenotype
20180320,chrX_nils,NA,NA,11,water,None,N2,E,2,median.EXT,544
20180320,chrX_nils,NA,NA,11,water,None,CB4856,E,3,median.EXT,494
20180320,chrX_nils,NA,NA,11,water,None,CB4856,E,4,median.EXT,559
20180320,chrX_nils,NA,NA,11,water,None,ECA828,E,5,median.EXT,548
20180320,chrX_nils,NA,NA,11,water,None,ECA828,E,6,median.EXT,511
20180320,chrX_nils,NA,NA,11,water,None,ECA828,E,7,median.EXT,525
20180320,chrX_nils,NA,NA,11,water,None,ECA929,E,8,median.EXT,501.5
20180320,chrX_nils,NA,NA,11,water,None,ECA929,E,9,median.EXT,550
20180320,chrX_nils,NA,NA,11,water,None,N2,F,1,median.EXT,510
20180320,chrX_nils,NA,NA,11,water,None,ECA929,F,10,median.EXT,598
20180320,chrX_nils,NA,NA,11,water,None,ECA931,F,11,median.EXT,556
20180320,chrX_nils,NA,NA,11,water,None,ECA931,F,12,median.EXT,380
20180320,chrX_nils,NA,NA,11,water,None,N2,F,2,median.EXT,517
20180320,chrX_nils,NA,NA,11,water,None,CB4856,F,3,median.EXT,572
20180320,chrX_nils,NA,NA,11,water,None,ECA828,F,5,median.EXT,582
20180320,chrX_nils,NA,NA,11,water,None,ECA828,F,6,median.EXT,550
20180320,chrX_nils,NA,NA,11,water,None,ECA828,F,7,median.EXT,491.5
20180320,chrX_nils,NA,NA,11,water,None,ECA929,F,8,median.EXT,513
20180320,chrX_nils,NA,NA,11,water,None,ECA929,F,9,median.EXT,601.5
20180320,chrX_nils,NA,NA,11,water,None,N2,G,1,median.EXT,533
20180320,chrX_nils,NA,NA,11,water,None,ECA929,G,10,median.EXT,543
20180320,chrX_nils,NA,NA,11,water,None,ECA931,G,11,median.EXT,522
20180320,chrX_nils,NA,NA,11,water,None,ECA931,G,12,median.EXT,534.5
20180320,chrX_nils,NA,NA,11,water,None,N2,G,2,median.EXT,551
20180320,chrX_nils,NA,NA,11,water,None,CB4856,G,3,median.EXT,513.5
20180320,chrX_nils,NA,NA,11,water,None,ECA828,G,5,median.EXT,530
20180320,chrX_nils,NA,NA,11,water,None,ECA828,G,6,median.EXT,504
20180320,chrX_nils,NA,NA,11,water,None,ECA828,G,7,median.EXT,497
20180320,chrX_nils,NA,NA,11,water,None,ECA929,G,8,median.EXT,588
20180320,chrX_nils,NA,NA,11,water,None,ECA929,G,9,median.EXT,531.5
20180320,chrX_nils,NA,NA,11,water,None,N2,H,1,median.EXT,570.5
20180320,chrX_nils,NA,NA,11,water,None,ECA931,H,11,median.EXT,561
20180320,chrX_nils,NA,NA,11,water,None,CB4856,H,3,median.EXT,525.5
20180320,chrX_nils,NA,NA,11,water,None,ECA828,H,5,median.EXT,537
20180320,chrX_nils,NA,NA,11,water,None,ECA828,H,6,median.EXT,532
20180320,chrX_nils,NA,NA,11,water,None,ECA929,H,8,median.EXT,560.5
20180320,chrX_nils,NA,NA,11,water,None,ECA929,H,9,median.EXT,545
20180320,chrX_nils,NA,NA,12,zinc,water,N2,A,1,median.EXT,303
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,A,11,median.EXT,207
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,A,12,median.EXT,213.5
20180320,chrX_nils,NA,NA,12,zinc,water,N2,A,2,median.EXT,223.5
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,A,3,median.EXT,205
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,A,4,median.EXT,217
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,A,5,median.EXT,250
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,A,6,median.EXT,218
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,A,7,median.EXT,221
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,A,8,median.EXT,240
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,A,9,median.EXT,287
20180320,chrX_nils,NA,NA,12,zinc,water,N2,B,1,median.EXT,264
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,B,10,median.EXT,225
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,B,11,median.EXT,251
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,B,12,median.EXT,240.5
20180320,chrX_nils,NA,NA,12,zinc,water,N2,B,2,median.EXT,215
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,B,3,median.EXT,228
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,B,4,median.EXT,195
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,B,5,median.EXT,229
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,B,6,median.EXT,210
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,B,7,median.EXT,206
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,B,8,median.EXT,291.5
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,B,9,median.EXT,251
20180320,chrX_nils,NA,NA,12,zinc,water,N2,C,1,median.EXT,219
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,C,10,median.EXT,258
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,C,11,median.EXT,239
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,C,12,median.EXT,245
20180320,chrX_nils,NA,NA,12,zinc,water,N2,C,2,median.EXT,221
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,C,3,median.EXT,207.5
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,C,4,median.EXT,236
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,C,5,median.EXT,207
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,C,6,median.EXT,231
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,C,7,median.EXT,197
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,C,8,median.EXT,294
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,C,9,median.EXT,300
20180320,chrX_nils,NA,NA,12,zinc,water,N2,D,1,median.EXT,234
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,D,10,median.EXT,269
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,D,11,median.EXT,198
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,D,12,median.EXT,250
20180320,chrX_nils,NA,NA,12,zinc,water,N2,D,2,median.EXT,240.5
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,D,3,median.EXT,208
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,D,4,median.EXT,245.5
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,D,5,median.EXT,216
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,D,6,median.EXT,212.5
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,D,7,median.EXT,222
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,D,8,median.EXT,268
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,D,9,median.EXT,262.5
20180320,chrX_nils,NA,NA,12,zinc,water,N2,E,1,median.EXT,243
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,E,10,median.EXT,242
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,E,11,median.EXT,220
20180320,chrX_nils,NA,NA,12,zinc,water,N2,E,2,median.EXT,278.5
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,E,3,median.EXT,189
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,E,4,median.EXT,228
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,E,5,median.EXT,204
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,E,6,median.EXT,208.5
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,E,7,median.EXT,202.5
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,E,8,median.EXT,219
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,E,9,median.EXT,255.5
20180320,chrX_nils,NA,NA,12,zinc,water,N2,F,1,median.EXT,249
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,F,10,median.EXT,274
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,F,11,median.EXT,217
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,F,12,median.EXT,218.5
20180320,chrX_nils,NA,NA,12,zinc,water,N2,F,2,median.EXT,215
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,F,3,median.EXT,189
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,F,4,median.EXT,209
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,F,5,median.EXT,189
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,F,6,median.EXT,178
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,F,7,median.EXT,188
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,F,8,median.EXT,239
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,F,9,median.EXT,277
20180320,chrX_nils,NA,NA,12,zinc,water,N2,G,1,median.EXT,188.5
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,G,10,median.EXT,239
20180320,chrX_nils,NA,NA,12,zinc,water,ECA931,G,12,median.EXT,207
20180320,chrX_nils,NA,NA,12,zinc,water,N2,G,2,median.EXT,211
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,G,3,median.EXT,202
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,G,4,median.EXT,194
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,G,5,median.EXT,198
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,G,6,median.EXT,202
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,G,7,median.EXT,203.5
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,G,8,median.EXT,235
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,G,9,median.EXT,234.5
20180320,chrX_nils,NA,NA,12,zinc,water,N2,H,1,median.EXT,223
20180320,chrX_nils,NA,NA,12,zinc,water,CB4856,H,3,median.EXT,206
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,H,5,median.EXT,195
20180320,chrX_nils,NA,NA,12,zinc,water,ECA828,H,6,median.EXT,198
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,H,8,median.EXT,272
20180320,chrX_nils,NA,NA,12,zinc,water,ECA929,H,9,median.EXT,206
20180320,chrX_nils,NA,NA,1,water,None,N2,A,1,median.norm.EXT,2.742509243911768
20180320,chrX_nils,NA,NA,1,water,None,ECA929,A,10,median.norm.EXT,2.3201646090534975
20180320,chrX_nils,NA,NA,1,water,None,ECA931,A,11,median.norm.EXT,2.1860009225092254
20180320,chrX_nils,NA,NA,1,water,None,ECA931,A,12,median.norm.EXT,2.2525951557093427
20180320,chrX_nils,NA,NA,1,water,None,N2,A,2,median.norm.EXT,2.778877887788779
20180320,chrX_nils,NA,NA,1,water,None,CB4856,A,3,median.norm.EXT,2.5198776758409784
20180320,chrX_nils,NA,NA,1,water,None,CB4856,A,4,median.norm.EXT,2.4
20180320,chrX_nils,NA,NA,1,water,None,ECA828,A,5,median.norm.EXT,2.062121212121212
20180320,chrX_nils,NA,NA,1,water,None,ECA828,A,7,median.norm.EXT,2.220064724919094
20180320,chrX_nils,NA,NA,1,water,None,ECA929,A,8,median.norm.EXT,2.4915254237288136
20180320,chrX_nils,NA,NA,1,water,None,ECA929,A,9,median.norm.EXT,2.25040192926045
20180320,chrX_nils,NA,NA,1,water,None,N2,B,1,median.norm.EXT,2.58
20180320,chrX_nils,NA,NA,1,water,None,ECA929,B,10,median.norm.EXT,2.3592233009708736
20180320,chrX_nils,NA,NA,1,water,None,ECA931,B,12,median.norm.EXT,2.1695613572677077
20180320,chrX_nils,NA,NA,1,water,None,N2,B,2,median.norm.EXT,2.903966282832844
20180320,chrX_nils,NA,NA,1,water,None,CB4856,B,3,median.norm.EXT,3.007751937984496
20180320,chrX_nils,NA,NA,1,water,None,CB4856,B,4,median.norm.EXT,2.5063291139240507
20180320,chrX_nils,NA,NA,1,water,None,ECA828,B,5,median.norm.EXT,2.1654411764705883
20180320,chrX_nils,NA,NA,1,water,None,ECA828,B,6,median.norm.EXT,2.3176470588235296
20180320,chrX_nils,NA,NA,1,water,None,ECA828,B,7,median.norm.EXT,2.38544988365078
20180320,chrX_nils,NA,NA,1,water,None,ECA929,B,8,median.norm.EXT,2.3105369023673217
20180320,chrX_nils,NA,NA,1,water,None,ECA929,B,9,median.norm.EXT,2.568687943262411
20180320,chrX_nils,NA,NA,1,water,None,N2,C,1,median.norm.EXT,2.6571194762684125
20180320,chrX_nils,NA,NA,1,water,None,ECA929,C,10,median.norm.EXT,2.420195439739414
20180320,chrX_nils,NA,NA,1,water,None,ECA931,C,11,median.norm.EXT,2.241758241758242
20180320,chrX_nils,NA,NA,1,water,None,ECA931,C,12,median.norm.EXT,2.4879032258064515
20180320,chrX_nils,NA,NA,1,water,None,N2,C,2,median.norm.EXT,2.4072398190045248
20180320,chrX_nils,NA,NA,1,water,None,CB4856,C,3,median.norm.EXT,2.25057337883959
20180320,chrX_nils,NA,NA,1,water,None,CB4856,C,4,median.norm.EXT,2.881818181818182
20180320,chrX_nils,NA,NA,1,water,None,ECA828,C,5,median.norm.EXT,2.3587710941752857
20180320,chrX_nils,NA,NA,1,water,None,ECA828,C,6,median.norm.EXT,2.2459546925566345
20180320,chrX_nils,NA,NA,1,water,None,ECA828,C,7,median.norm.EXT,2.607507660878447
20180320,chrX_nils,NA,NA,1,water,None,ECA929,C,8,median.norm.EXT,2.5488721804511276
20180320,chrX_nils,NA,NA,1,water,None,ECA929,C,9,median.norm.EXT,2.5085470085470085
20180320,chrX_nils,NA,NA,1,water,None,N2,D,1,median.norm.EXT,2.6133333333333333
20180320,chrX_nils,NA,NA,1,water,None,ECA929,D,10,median.norm.EXT,2.4330650875594695
20180320,chrX_nils,NA,NA,1,water,None,ECA931,D,11,median.norm.EXT,2.1788079470198674
20180320,chrX_nils,NA,NA,1,water,None,ECA931,D,12,median.norm.EXT,2.2991944826983186
20180320,chrX_nils,NA,NA,1,water,None,N2,D,2,median.norm.EXT,2.542691798941799
20180320,chrX_nils,NA,NA,1,water,None,CB4856,D,3,median.norm.EXT,2.8110703066236007
20180320,chrX_nils,NA,NA,1,water,None,CB4856,D,4,median.norm.EXT,2.4946657587107026
20180320,chrX_nils,NA,NA,1,water,None,ECA828,D,5,median.norm.EXT,2.3016759776536313
20180320,chrX_nils,NA,NA,1,water,None,ECA828,D,7,median.norm.EXT,2.3097802722713157
20180320,chrX_nils,NA,NA,1,water,None,ECA929,D,8,median.norm.EXT,2.5414012738853504
20180320,chrX_nils,NA,NA,1,water,None,ECA929,D,9,median.norm.EXT,2.1843464081891475
20180320,chrX_nils,NA,NA,1,water,None,N2,E,1,median.norm.EXT,2.4369879162982615
20180320,chrX_nils,NA,NA,1,water,None,ECA929,E,10,median.norm.EXT,2.353132793454199
20180320,chrX_nils,NA,NA,1,water,None,ECA931,E,11,median.norm.EXT,2.295918367346939
20180320,chrX_nils,NA,NA,1,water,None,ECA931,E,12,median.norm.EXT,2.3372481684981685
20180320,chrX_nils,NA,NA,1,water,None,N2,E,2,median.norm.EXT,2.468220206443541
20180320,chrX_nils,NA,NA,1,water,None,CB4856,E,3,median.norm.EXT,2.4897393048128342
20180320,chrX_nils,NA,NA,1,water,None,CB4856,E,4,median.norm.EXT,2.425531914893617
20180320,chrX_nils,NA,NA,1,water,None,ECA828,E,5,median.norm.EXT,2.311224489795918
20180320,chrX_nils,NA,NA,1,water,None,ECA828,E,7,median.norm.EXT,2.08448867536033
20180320,chrX_nils,NA,NA,1,water,None,ECA929,E,8,median.norm.EXT,2.163144161774299
20180320,chrX_nils,NA,NA,1,water,None,ECA929,E,9,median.norm.EXT,2.4232700892857144
20180320,chrX_nils,NA,NA,1,water,None,N2,F,1,median.norm.EXT,2.635547433656444
20180320,chrX_nils,NA,NA,1,water,None,ECA929,F,10,median.norm.EXT,2.545715158704483
20180320,chrX_nils,NA,NA,1,water,None,ECA931,F,11,median.norm.EXT,2.306138306138306
20180320,chrX_nils,NA,NA,1,water,None,ECA931,F,12,median.norm.EXT,2.1165158371040724
20180320,chrX_nils,NA,NA,1,water,None,N2,F,2,median.norm.EXT,2.4159663865546217
20180320,chrX_nils,NA,NA,1,water,None,CB4856,F,3,median.norm.EXT,2.3359375
20180320,chrX_nils,NA,NA,1,water,None,CB4856,F,4,median.norm.EXT,2.73
20180320,chrX_nils,NA,NA,1,water,None,ECA828,F,5,median.norm.EXT,2.332116788321168
20180320,chrX_nils,NA,NA,1,water,None,ECA828,F,6,median.norm.EXT,2.571153133110864
20180320,chrX_nils,NA,NA,1,water,None,ECA828,F,7,median.norm.EXT,2.251439424230308
20180320,chrX_nils,NA,NA,1,water,None,ECA929,F,9,median.norm.EXT,2.3285714285714287
20180320,chrX_nils,NA,NA,1,water,None,ECA929,G,10,median.norm.EXT,2.3521739130434782
20180320,chrX_nils,NA,NA,1,water,None,ECA931,G,11,median.norm.EXT,2.318750923872875
20180320,chrX_nils,NA,NA,1,water,None,ECA931,G,12,median.norm.EXT,2.2875
20180320,chrX_nils,NA,NA,1,water,None,N2,G,2,median.norm.EXT,2.4457209122535755
20180320,chrX_nils,NA,NA,1,water,None,CB4856,G,3,median.norm.EXT,2.472927472927473
20180320,chrX_nils,NA,NA,1,water,None,CB4856,G,4,median.norm.EXT,2.7835497835497836
20180320,chrX_nils,NA,NA,1,water,None,ECA828,G,5,median.norm.EXT,2.6457399103139014
20180320,chrX_nils,NA,NA,1,water,None,ECA828,G,6,median.norm.EXT,2.192170818505338
20180320,chrX_nils,NA,NA,1,water,None,ECA828,G,7,median.norm.EXT,2.265486725663717
20180320,chrX_nils,NA,NA,1,water,None,ECA929,G,9,median.norm.EXT,2.3398058252427183
20180320,chrX_nils,NA,NA,1,water,None,N2,H,1,median.norm.EXT,2.8181536555142506
20180320,chrX_nils,NA,NA,1,water,None,ECA931,H,11,median.norm.EXT,2.1072664359861593
20180320,chrX_nils,NA,NA,1,water,None,CB4856,H,3,median.norm.EXT,2.189422180801491
20180320,chrX_nils,NA,NA,1,water,None,ECA828,H,5,median.norm.EXT,2.101216526963875
20180320,chrX_nils,NA,NA,1,water,None,ECA828,H,6,median.norm.EXT,2.060139614302933
20180320,chrX_nils,NA,NA,1,water,None,ECA929,H,8,median.norm.EXT,2.32421875
20180320,chrX_nils,NA,NA,1,water,None,ECA929,H,9,median.norm.EXT,2.172932330827068
20180320,chrX_nils,NA,NA,2,zinc,water,N2,A,1,median.norm.EXT,1.901639344262295
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,A,10,median.norm.EXT,1.6
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,A,11,median.norm.EXT,1.5371428571428571
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,A,12,median.norm.EXT,1.5061728395061729
20180320,chrX_nils,NA,NA,2,zinc,water,N2,A,2,median.norm.EXT,1.684446885500129
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,A,3,median.norm.EXT,1.7311417322834646
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,A,4,median.norm.EXT,1.758551925141893
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,A,5,median.norm.EXT,1.6725663716814159
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,A,6,median.norm.EXT,1.5310344827586206
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,A,7,median.norm.EXT,1.6566017509380024
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,A,8,median.norm.EXT,1.634517766497462
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,A,9,median.norm.EXT,1.4822862640120462
20180320,chrX_nils,NA,NA,2,zinc,water,N2,B,1,median.norm.EXT,1.9855595667870036
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,B,10,median.norm.EXT,1.6598984771573604
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,B,11,median.norm.EXT,1.536231884057971
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,B,12,median.norm.EXT,1.5536723163841808
20180320,chrX_nils,NA,NA,2,zinc,water,N2,B,2,median.norm.EXT,1.6967213114754098
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,B,3,median.norm.EXT,1.724706328154604
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,B,4,median.norm.EXT,1.7707825203252032
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,B,5,median.norm.EXT,1.5365853658536586
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,B,6,median.norm.EXT,1.6282722513089005
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,B,7,median.norm.EXT,1.6666666666666667
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,B,8,median.norm.EXT,1.774482109227872
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,B,9,median.norm.EXT,1.6432432432432433
20180320,chrX_nils,NA,NA,2,zinc,water,N2,C,1,median.norm.EXT,1.8963730569948187
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,C,10,median.norm.EXT,1.8354608753315649
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,C,11,median.norm.EXT,1.539568345323741
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,C,12,median.norm.EXT,1.591743119266055
20180320,chrX_nils,NA,NA,2,zinc,water,N2,C,2,median.norm.EXT,2.04
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,C,3,median.norm.EXT,1.6721611721611722
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,C,4,median.norm.EXT,1.7142857142857142
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,C,5,median.norm.EXT,1.6674347158218126
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,C,6,median.norm.EXT,1.7397575250836121
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,C,7,median.norm.EXT,1.5767195767195767
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,C,8,median.norm.EXT,1.7455583756345177
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,C,9,median.norm.EXT,1.6180827385064087
20180320,chrX_nils,NA,NA,2,zinc,water,N2,D,1,median.norm.EXT,1.9663865546218486
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,D,10,median.norm.EXT,1.634517766497462
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,D,12,median.norm.EXT,1.6536585365853658
20180320,chrX_nils,NA,NA,2,zinc,water,N2,D,2,median.norm.EXT,1.7483443708609272
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,D,3,median.norm.EXT,1.7249940205692418
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,D,4,median.norm.EXT,1.744714275153397
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,D,5,median.norm.EXT,1.625
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,D,6,median.norm.EXT,1.6280395773939293
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,D,7,median.norm.EXT,1.5212312665295329
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,D,8,median.norm.EXT,1.5964912280701755
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,D,9,median.norm.EXT,1.7202713487629688
20180320,chrX_nils,NA,NA,2,zinc,water,N2,E,1,median.norm.EXT,1.9057971014492754
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,E,11,median.norm.EXT,1.6576086956521738
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,E,12,median.norm.EXT,1.471734993945684
20180320,chrX_nils,NA,NA,2,zinc,water,N2,E,2,median.norm.EXT,1.8023574561403508
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,E,3,median.norm.EXT,1.6775653531018337
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,E,4,median.norm.EXT,1.6044001660440017
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,E,5,median.norm.EXT,1.670151371807001
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,E,6,median.norm.EXT,1.5710078623674766
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,E,7,median.norm.EXT,1.4809160305343512
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,E,8,median.norm.EXT,1.7076420311714429
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,E,9,median.norm.EXT,1.601305397103993
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,F,10,median.norm.EXT,1.720496894409938
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,F,11,median.norm.EXT,1.5369207554517135
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,F,12,median.norm.EXT,1.5193798449612403
20180320,chrX_nils,NA,NA,2,zinc,water,N2,F,2,median.norm.EXT,1.8
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,F,3,median.norm.EXT,1.7020120914415267
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,F,4,median.norm.EXT,1.6382978723404256
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,F,5,median.norm.EXT,1.8363636363636364
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,F,6,median.norm.EXT,1.8370786516853932
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,F,7,median.norm.EXT,1.617283950617284
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,F,8,median.norm.EXT,1.7261904761904763
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,F,9,median.norm.EXT,1.7142857142857142
20180320,chrX_nils,NA,NA,2,zinc,water,N2,G,1,median.norm.EXT,1.8705882352941177
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,G,10,median.norm.EXT,1.6666666666666667
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,G,11,median.norm.EXT,1.5617283950617284
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,G,12,median.norm.EXT,1.5526315789473684
20180320,chrX_nils,NA,NA,2,zinc,water,N2,G,2,median.norm.EXT,1.870962254120149
20180320,chrX_nils,NA,NA,2,zinc,water,CB4856,G,3,median.norm.EXT,1.7583892617449663
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,G,5,median.norm.EXT,1.8180243301509087
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,G,6,median.norm.EXT,1.706002514142049
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,G,7,median.norm.EXT,1.5264216366158112
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,G,8,median.norm.EXT,1.6785714285714286
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,G,9,median.norm.EXT,1.758615221987315
20180320,chrX_nils,NA,NA,2,zinc,water,N2,H,1,median.norm.EXT,1.8732394366197183
20180320,chrX_nils,NA,NA,2,zinc,water,ECA931,H,11,median.norm.EXT,1.510948905109489
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,H,5,median.norm.EXT,1.5781457184730268
20180320,chrX_nils,NA,NA,2,zinc,water,ECA828,H,6,median.norm.EXT,1.4366197183098592
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,H,8,median.norm.EXT,1.6055050505050505
20180320,chrX_nils,NA,NA,2,zinc,water,ECA929,H,9,median.norm.EXT,1.6775956284153006
20180320,chrX_nils,NA,NA,3,water,None,N2,A,1,median.norm.EXT,2.4915254237288136
20180320,chrX_nils,NA,NA,3,water,None,ECA929,A,10,median.norm.EXT,2.701067615658363
20180320,chrX_nils,NA,NA,3,water,None,ECA931,A,11,median.norm.EXT,2.1469439790194507
20180320,chrX_nils,NA,NA,3,water,None,ECA931,A,12,median.norm.EXT,2.4585444764948936
20180320,chrX_nils,NA,NA,3,water,None,N2,A,2,median.norm.EXT,2.4545454545454546
20180320,chrX_nils,NA,NA,3,water,None,CB4856,A,3,median.norm.EXT,2.8214285714285716
